Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Haven,Paper Rex,chamber,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Haven,Paper Rex,phoenix,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Haven,Mega Minors,viper,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Haven,Mega Minors,neon,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Haven,Mega Minors,omen,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Haven,Mega Minors,killjoy,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Haven,Mega Minors,sova,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Bind,Gentle Mates,viper,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Bind,Gentle Mates,yoru,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Bind,Gentle Mates,fade,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Bind,Gentle Mates,waylay,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Bind,Gentle Mates,astra,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Bind,Team Liquid,viper,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Bind,Team Liquid,neon,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Bind,Team Liquid,waylay,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Bind,Team Liquid,skye,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (1-0),Bind,Team Liquid,brimstone,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Bind,EDward Gaming,neon,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Bind,EDward Gaming,viper,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Bind,EDward Gaming,chamber,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Bind,EDward Gaming,brimstone,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Bind,EDward Gaming,skye,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Bind,T1,viper,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Bind,T1,waylay,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Bind,T1,yoru,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Bind,T1,fade,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Bind,T1,brimstone,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,EDward Gaming,neon,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,EDward Gaming,viper,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,EDward Gaming,sova,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,EDward Gaming,omen,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,EDward Gaming,chamber,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,T1,neon,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,T1,viper,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,T1,sova,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,T1,omen,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,T1,killjoy,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,Xi Lai Gaming,neon,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,Xi Lai Gaming,viper,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,Xi Lai Gaming,sova,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,Xi Lai Gaming,omen,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,Xi Lai Gaming,killjoy,0,1,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,G2 Esports,astra,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,G2 Esports,yoru,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,G2 Esports,chamber,1,0,1
Valorant Masters Santiago 2026,Swiss Stage,Round 2 (0-1),Haven,G2 Esports,fade,1,0,1
